litter,Litter_-9_2,-9.000,2.000,0.000,0.000,0.0
litter,Litter_0_-2,0.000,-2.000,0.000,0.000,0.0
litter,Litter_2_4,2.000,4.000,0.000,0.000,0.0
litter,Litter_4_-2,4.000,-2.000,0.000,0.000,0.0
litter,Litter_6_2,6.000,2.000,0.000,0.000,0.0
patch,Pad,0.000,7.000,0.000,0.000,0.0
patch,Patch_0,-10.500,5.500,0.000,0.000,0.0
patch,Patch_1,8.500,4.500,0.000,0.000,0.0
patch,Patch_2,7.500,-6.500,0.000,0.000,0.0
gate,TeleportGate,0.000,7.000,0.000,0.000,0.0
npc_batu,BaTu,2.500,-4.000,0.000,0.000,0.0
npc_ongsau,OngSau,-6.000,4.000,0.000,0.000,0.0
slimespawn,PlasticSlime_Guard,27.884,23.276,0,0,0
slimespawn,PlasticSlime,11.296,3.767,0,0,0
slimespawn,PlasticSlime,-8.770,-8.968,0,0,0
slimespawn,PlasticSlime,7.911,2.886,0,0,0
slimespawn,PlasticSlime,-5.566,0.092,0,0,0
slimespawn,PlasticSlime,-11.242,-13.797,0,0,0
herb,Herb_3,18.500,22.500,0,0,0
slimespawn,PlasticSlime,-9.191,-11.528,0,0,0
slimespawn,PlasticSlime,-6.131,-9.831,0,0,0
slimespawn,PlasticSlime,-18.653,-2.598,0,0,0
slimespawn,PlasticSlime,1.106,1.841,0,0,0
slimespawn,PlasticSlime_Guard,27.828,20.251,0,0,0
herb,Herb_1,13.500,13.500,0,0,0
slimespawn,PlasticSlime_Guard,-32.232,23.908,0,0,0
slimespawn,PlasticSlime,-1.124,2.069,0,0,0
slimespawn,PlasticSlime_Guard,-31.202,23.752,0,0,0
slimespawn,PlasticSlime,-19.334,12.204,0,0,0
slimespawn,PlasticSlime,-13.173,-5.105,0,0,0
slimespawn,PlasticSlime_Guard,29.624,22.163,0,0,0
slimespawn,PlasticSlime,-18.918,4.508,0,0,0
slimespawn,PlasticSlime_Guard,-27.500,22.920,0,0,0
slimespawn,PlasticSlime,-3.231,3.545,0,0,0
slimespawn,PlasticSlime,-8.985,-4.823,0,0,0
slimespawn,PlasticSlime_Guard,27.190,-20.153,0,0,0
slimespawn,PlasticSlime,-9.681,0.283,0,0,0
herb,Herb_2,6.500,24.500,0,0,0
slimespawn,PlasticSlime,-14.991,3.413,0,0,0
slimespawn,PlasticSlime,-15.114,-11.422,0,0,0
slimespawn,PlasticSlime,-9.864,12.862,0,0,0
slimespawn,PlasticSlime_Guard,27.046,-24.404,0,0,0
slimespawn,PlasticSlime_Guard,31.318,-22.915,0,0,0
slimespawn,PlasticSlime,-9.082,12.561,0,0,0
energydrink,EnergyDrink,13.416,-5.813,0,0,0
player,Greenie,0.000,-5.000,0,0,0
